銘柄コード,銘柄名称,銘柄略称
8135,ゼット,ゼット
8136,サンリオ,サンリオ
8137,サンワテクノス,サンワテクノス
8138,三京化成,三京化成
8139,ナガホリ,ナガホリ
8141,新光商事,新光商
8142,トーホー,トーホー
8143,ラピーヌ,ラピーヌ
8144,デンキョーグループホールディングス,デンキョーグループ
8147,トミタ,トミタ
8150,三信電気,三信電気
8151,東陽テクニカ,東陽テクニカ
8152,ソマール,ソマール
8153,モスフードサービス,モスフード
8154,加賀電子,加賀電子
8157,都築電気,都築電気
8158,ソーダニッカ,ソーダニッカ
8159,立花エレテック,立花エレ
8160,木曽路,木曽路
8163,ＳＲＳホールディングス,ＳＲＳＨＤ
8165,千趣会,千趣会
8166,タカキュー,タカキュー
8167,リテールパートナーズ,リテールパートナーズ
8173,Ｊｏｓｈｉｎ,Ｊｏｓｈｉｎ
8174,日本瓦斯,日瓦斯
8179,ロイヤルホールディングス,ロイヤルＨＤ
8181,東天紅,東天紅
8185,チヨダ,チヨダ
8194,ライフコーポレーション,ライフコーポ
8198,マックスバリュ東海,ＭＶ東海
8200,リンガーハット,リンガーハット
8202,ラオックスホールディングス,ラオックスＨＤ
8203,ＭｒＭａｘＨＤ,ＭｒＭａｘＨＤ
8207,テンアライド,テンアライド
8208,エンチョー,エンチョー
8209,フレンドリー,フレンドリー
8214,ＡＯＫＩホールディングス,ＡＯＫＩ　ＨＤ
8217,オークワ,オークワ
8218,コメリ,コメリ
8219,青山商事,青山商
8225,タカチホ,タカチホ
8226,理経,理経
8227,しまむら,しまむら
8230,はせがわ,はせがわ
8233,高島屋,高島屋
8237,松屋,松屋
8242,エイチ・ツー・オー　リテイリング,Ｈ２Ｏリテイル
8244,近鉄百貨店,近鉄百貨店
8247,大和,大和
8252,丸井グループ,丸井Ｇ
8253,クレディセゾン,クレセゾン
8254,さいか屋,さいか屋
8255,アクシアル　リテイリング,アクシアル
8260,井筒屋,井筒屋
8267,イオン,イオン
8273,イズミ,イズミ
8275,フォーバル,フォーバル
8276,平和堂,平和堂
8278,フジ,フジ
8279,ヤオコー,ヤオコー
8281,ゼビオホールディングス,ゼビオＨＤ
8282,ケーズホールディングス,ケーズＨＤ
8283,ＰＡＬＴＡＣ,ＰＡＬＴＡＣ
8285,三谷産業,三谷産業
8289,Ｏｌｙｍｐｉｃグループ,ＯｌｙｍｐｉｃＧ
8291,日産東京販売ホールディングス,日産東ＨＤ
8304,あおぞら銀行,あおぞら
8306,三菱ＵＦＪフィナンシャル・グループ,三菱ＵＦＪ
8308,りそなホールディングス,りそなＨＤ
8309,三井住友トラストグループ,三井住友トラストＧ
8316,三井住友フィナンシャルグループ,三井住友
8331,千葉銀行,千葉銀
8334,群馬銀行,群馬銀
8336,武蔵野銀行,武蔵野銀
8337,千葉興業銀行,千葉興銀
8338,筑波銀行,筑波銀行
8341,七十七銀行,七十七銀
8343,秋田銀行,秋田銀
8344,山形銀行,山形銀
8345,岩手銀行,岩手銀
8346,東邦銀行,東邦銀
8349,東北銀行,東北銀
8354,ふくおかフィナンシャルグループ,ふくおか
8358,スルガ銀行,スルガ銀
8359,八十二長野銀行,八十二長野銀行
8360,山梨中央銀行,山梨中銀
8361,大垣共立銀行,大垣銀
8362,福井銀行,福井銀
8364,清水銀行,清水銀
8365,富山銀行,富山銀行
8366,滋賀銀行,滋賀銀
8367,南都銀行,南都銀
8368,百五銀行,百五銀
8370,紀陽銀行,紀陽銀行
8377,ほくほくフィナンシャルグループ,ほくほく
8381,山陰合同銀行,山陰合銀
8383,鳥取銀行,鳥取銀
8386,百十四銀行,百十四銀
8387,四国銀行,四国銀
8388,阿波銀行,阿波銀
8392,大分銀行,大分銀
8393,宮崎銀行,宮崎銀
8395,佐賀銀行,佐賀銀
8399,琉球銀行,琉球銀
8410,セブン銀行,セブン銀行
8411,みずほフィナンシャルグループ,みずほ
8416,高知銀行,高知銀行
8418,山口フィナンシャルグループ,山口ＦＧ
8421,信金中央金庫,Ｙ－信中金
8424,芙蓉総合リース,芙蓉リース
8425,みずほリース,みずほリース
8439,東京センチュリー,東京センチュリー
8473,ＳＢＩホールディングス,ＳＢＩ
8508,Ｊトラスト,Ｊトラスト
8511,日本証券金融,日証金
8515,アイフル,アイフル
8518,日本アジア投資,アジア投資
8522,名古屋銀行,名古屋銀
8524,北洋銀行,北洋銀行
8537,大光銀行,大光銀
8541,愛媛銀行,愛媛銀
8542,トマト銀行,トマト銀
8544,京葉銀行,京葉銀
8550,栃木銀行,栃木銀
8551,北日本銀行,北日本銀
8558,東和銀行,東和銀
8562,福島銀行,福島銀
8563,大東銀行,大東銀
8566,リコーリース,リコーリース
8570,イオンフィナンシャルサービス,イオンＦＳ
8572,アコム,アコム
8584,ジャックス,ジャックス
8585,オリエントコーポレーション,オリコ
8591,オリックス,オリックス
8593,三菱ＨＣキャピタル,三菱ＨＣキャピタル
8595,ジャフコ　グループ,ジャフコ　グループ
8596,九州リースサービス,九州リースサービス
8600,トモニホールディングス,トモニＨＤ
8601,大和証券グループ本社,大和証Ｇ
8604,野村ホールディングス,野村
8609,岡三証券グループ,岡三
8613,丸三証券,丸三証
8614,東洋証券,東洋証
8616,東海東京フィナンシャル・ホールディングス,東海東京
8617,光世証券,光世証
8622,水戸証券,水戸証
8624,いちよし証券,いちよし
8628,松井証券,松井証
8630,ＳＯＭＰＯホールディングス,ＳＯＭＰＯＨＤ
8697,日本取引所グループ,ＪＰＸ
8698,マネックスグループ,マネックスＧ
8699,ＨＳホールディングス,ＨＳＨＤ
8700,丸八証券,丸八証券
8704,トレイダーズホールディングス,トレイダーズＨＤ
8705,日産証券グループ,日産証券グループ
8706,極東証券,極東証券
8707,岩井コスモホールディングス,岩井コスモ
8708,アイザワ証券グループ,アイザワ証Ｇ
8713,フィデアホールディングス,フィデアＨＤ
8714,池田泉州ホールディングス,池田泉州
8715,アニコム　ホールディングス,アニコム　ＨＤ
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,ＭＳ＆ＡＤ
8737,あかつき本社,あかつき本社
8739,スパークス・グループ,スパークス
8742,小林洋行,小林洋行
8746,ｕｎｂａｎｋｅｄ,ｕｎｂａｎｋｅｄ
8747,豊トラスティ証券,豊トラスティ証券
8750,第一ライフグループ,第一ライフグループ
8766,東京海上ホールディングス,東京海上
8769,アドバンテッジリスクマネジメント,ＡＲＭ
8771,イー・ギャランティ,Ｅギャランティ
8772,アサックス,アサックス
8783,ａｂｃ,ａｂｃ
8789,フィンテック　グローバル,フィンテック
8793,ＮＥＣキャピタルソリューション,ＮＥＣキャピ
8795,Ｔ＆Ｄホールディングス,Ｔ＆ＤＨＤ
8798,アドバンスクリエイト,アドバンスクリエイト
8801,三井不動産,三井不
8802,三菱地所,三菱地所
8803,平和不動産,平和不
8804,東京建物,東建物
8818,京阪神ビルディング,京阪神ビ
8830,住友不動産,住友不
8835,太平洋興発,太平洋発
8836,ＲＩＳＥ,ＲＩＳＥ
8841,テーオーシー,テーオーシー
8844,コスモスイニシア,コスモスイニシア
8848,レオパレス２１,レオパレス２１
8850,スターツコーポレーション,スターツ
8860,フジ住宅,フジ住宅
8864,空港施設,空港施設
8869,明和地所,明和地所
8871,ゴールドクレスト,ゴールドクレ
8876,リログループ,リログループ
8877,エスリード,エスリード
8881,日神グループホールディングス,日神グループＨＤ
8887,シーラホールディングス,シーラＨＤ
8891,ＡＭＧホールディングス,ＡＭＧＨＤ
8892,エスコン,エスコン
8894,ＲＥＶＯＬＵＴＩＯＮ,ＲＥＶＯＬＵＴＩＯＮ
8897,ＭＩＲＡＲＴＨホールディングス,ミラースＨＤ
8898,センチュリー２１・ジャパン,センチュリー２１
8904,ＡＶＡＮＴＩＡ,ＡＶＡＮＴＩＡ
8908,毎日コムネット,毎日コムネット
8912,エリアクエスト,エリアクエスト
8914,エリアリンク,エリアリンク
8917,ファースト住建,ファースト住建
8918,ランド,ランド
8919,カチタス,カチタス
8920,東祥,東祥
8921,シーズクリエイト,Ｐ－シーズクリエイト
8923,トーセイ,トーセイ
8927,明豊エンタープライズ,明豊エンター
8928,穴吹興産,穴吹興産
8929,青山財産ネットワークス,青山財産
8931,和田興産,和田興産
8934,サンフロンティア不動産,サンフロンティア
8935,ＦＪネクストホールディングス,ＦＪネクストＨＤ
8938,グローム・ホールディングス,Ｇ－グロームＨＤ
8940,インテリックス,インテリックス
8944,ランドビジネス,ランビジネス
8945,サンネクスタグループ,サンネクスタグループ
8946,ＡＳＩＡＮ　ＳＴＡＲ,エイシアンスター
8951,日本ビルファンド投資法人,Ｒ－ビルＦ
8952,ジャパンリアルエステイト投資法人,Ｒ－ジャパン
8953,日本都市ファンド投資法人,Ｒ－都市ファンド
8954,オリックス不動産投資法人,Ｒ－オリックスＦ
8955,日本プライムリアルティ投資法人,Ｒ－Ｊプライム
8956,ＮＴＴ都市開発リート投資法人,Ｒ－ＮＴＴ都市開発Ｒ
8957,東急リアル・エステート投資法人,Ｒ－東急ＲＥ
8958,グローバル・ワン不動産投資法人,Ｒ－グロバル
8960,ユナイテッド・アーバン投資法人,Ｒ－ユナイテド
8961,森トラストリート投資法人,Ｒ－森トラスト
8963,インヴィンシブル投資法人,Ｒ－ＩＮＶ
8964,三井不動産商業ファンド投資法人,Ｒ－三井不商業
8966,平和不動産リート投資法人,Ｒ－平和ＲＥ
8967,日本ロジスティクスファンド投資法人,Ｒ－ニホンロジ
8968,福岡リート投資法人,Ｒ－福岡
8972,ＫＤＸ不動産投資法人,Ｒ－ＫＤＸ不動産
8975,いちごオフィスリート投資法人,Ｒ－いちごオフィス
8976,大和証券オフィス投資法人,Ｒ－大和ＯＦ
8977,阪急阪神リート投資法人,Ｒ－阪急阪神
8979,スターツプロシード投資法人,Ｒ－スターツＰＲ
8984,大和ハウスリート投資法人,Ｒ－ハウスリート
8985,ジャパン・ホテル・リート投資法人,Ｒ－ＪＨＲ
8986,大和証券リビング投資法人,Ｒ－大和証券リビング
8987,ジャパンエクセレント投資法人,Ｒ－エクセレント
8995,誠建設工業,誠建設
8996,ハウスフリーダム,ハウスフリーダム
8999,グランディハウス,グランディ
9001,東武鉄道,東武
9003,相鉄ホールディングス,相鉄ＨＤ
9005,東急,東急
9006,京浜急行電鉄,京急
9007,小田急電鉄,小田急
9008,京王電鉄,京王
9009,京成電鉄,京成
9010,富士急行,富士急
9012,秩父鉄道,秩父鉄道
9017,新潟交通,新潟交通
9020,東日本旅客鉄道,ＪＲ東
9021,西日本旅客鉄道,ＪＲ西
9022,東海旅客鉄道,ＪＲ東海
9024,西武ホールディングス,西武ホールディングス
9025,鴻池運輸,鴻池運輸
9028,ゼロ,ゼロ
9029,ヒガシホールディングス,ヒガシＨＤ
9031,西日本鉄道,西鉄
9033,広島電鉄,広電鉄
9034,南総通運,南総通運
9036,東部ネットワーク,東部ネット
9037,ハマキョウレックス,ハマキョウ
9039,サカイ引越センター,サカイ引越
9041,近鉄グループホールディングス,近鉄ＧＨＤ
9042,阪急阪神ホールディングス,阪急阪神
9044,ＮＡＮＫＡＩ,ＮＡＮＫＡＩ
9045,京阪ホールディングス,京阪ＨＤ
9046,神戸電鉄,神戸電鉄
9048,名古屋鉄道,名鉄
9049,京福電気鉄道,京福電鉄
9051,センコン物流,センコン物流
9052,山陽電気鉄道,山陽電鉄
9057,遠州トラック,遠州トラック
9059,カンダホールディングス,カンダ
9060,日本ロジテム,日ロジテム
9063,岡山県貨物運送,岡県運送
9064,ヤマトホールディングス,ヤマトＨＤ
9065,山九,山九
9066,日新,日新
9067,丸運,丸運
9068,丸全昭和運輸,丸全運
9069,センコーグループホールディングス,センコーグループＨＤ
9072,ニッコンホールディングス,ニッコンＨＤ
9073,京極運輸商事,京極運輸
9074,日本石油輸送,日石輸
9075,福山通運,福山運
9076,セイノーホールディングス,セイノーＨＤ
9081,神奈川中央交通,神奈中交
9082,大和自動車交通,大和自交
9083,神姫バス,神姫バス
9087,タカセ,タカセ
9090,ＡＺ－ＣＯＭ丸和ホールディングス,ＡＺ－ＣＯＭ丸和ＨＤ
9101,日本郵船,郵船
9104,商船三井,商船三井
9107,川崎汽船,川崎船
9110,ＮＳユナイテッド海運,ユナイテド海
9115,明海グループ,明海グループ
9119,飯野海運,飯野海
9127,玉井商船,玉井商船
9130,共栄タンカー,共栄タンカー
9142,九州旅客鉄道,ＪＲ九州
9143,ＳＧホールディングス,ＳＧホールディングス
9145,ビーイングホールディングス,ビーイングＨＤ
9146,五健堂ホールディングス,Ｐ－五健堂ＨＤ
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,ＮＸＨＤ
9149,大友ロジスティクスサービス,Ｐ－大友ロジスティク
9156,はなホールディングス,Ｐ－はなＨＤ
9158,シーユーシー,Ｇ－シーユーシー
9159,Ｗ　ＴＯＫＹＯ,Ｇ－ＷＴＯＫＹＯ
9160,オンザページ,オンザページ
9162,ブリーチ,Ｇ－ブリーチ
9163,ナレルグループ,Ｇ－ナレルグループ
9164,トライト,Ｇ－トライト
9165,クオルテック,Ｇ－クオルテック
9166,ＧＥＮＤＡ,Ｇ－ＧＥＮＤＡ
9167,フトン巻きのジロー,Ｐ－フトン巻きジロー
9168,ライズ・コンサルティング・グループ,Ｇ－ライズ
9169,大伸社,Ｐ－大伸社
9171,栗林商船,栗林船
9173,東海汽船,東海船
9193,東京汽船,東汽船
9201,日本航空,ＪＡＬ
9202,ＡＮＡホールディングス,ＡＮＡ
9204,スカイマーク,Ｇ－スカイマーク
9206,スターフライヤー,ＳＦＪ
9211,エフ・コード,Ｇ－エフ・コード
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,Ｇ－ＧＥＩ
9213,セイファート,セイファート
9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,Ｇ－リカバリー
9215,ＣａＳｙ,Ｇ－ＣａＳｙ
9216,ビーウィズ,ビーウィズ
9218,メンタルヘルステクノロジーズ,Ｇ－メンタルヘルスＴ
9219,ギックス,Ｇ－ギックス
9220,エフビー介護サービス,エフビー介護サービス
9221,フルハシＥＰＯ,フルハシＥＰＯ
9222,ｍａｎａｂｙ,Ｐ－ｍａｎａｂｙ
9223,ＡＳＮＯＶＡ,Ｇ－ＡＳＮＯＶＡ
9224,環境のミカタ,Ｐ－環境のミカタ
9225,ブリッジコンサルティンググループ,Ｇ－ブリッジコンサル
9226,アイガー,Ｐ－アイガー
9227,マイクロ波化学,Ｇ－マイクロ波化学
9229,サンウェルズ,サンウェルズ
9233,アジア航測,アジア航測
9235,売れるネット広告社グループ,Ｇ－売れるネットＧ
9236,ジャパンＭ＆Ａソリューション,Ｇ－ジャパンＭ＆Ａ
9237,笑美面,Ｇ－笑美面
9238,バリュークリエーション,Ｇ－バリューＣ
9239,ケーイーティ,Ｐ－ケーイーティ
9240,デリバリーコンサルティング,Ｇ－デリバリコンサル
9241,フューチャーリンクネットワーク,Ｇ－ＦＬＮ
9242,メディア総研,Ｇ－メディア総研
9243,富士テクノホールディングス,Ｐ－富士テクノＨＤ
9244,デジタリフト,Ｇ－デジタリフト
9245,リベロ,Ｇ－リベロ
9246,プロジェクトホールディングス,Ｇ－プロジェクトＨＤ
9247,ＴＲＥホールディングス,ＴＲＥＨＤ
9248,人・夢・技術グループ,人・夢・技術Ｇ
9249,日本エコシステム,日本エコシステム
9250,ＧＲＣＳ,Ｇ－ＧＲＣＳ
9251,ＡＢ＆Ｃｏｍｐａｎｙ,Ｇ－ＡＢ＆Ｃ
9252,ラストワンマイル,Ｇ－ラストワンマイル
9253,スローガン,Ｇ－スローガン
9254,ラバブルマーケティンググループ,Ｇ－ラバブルマーケ
9256,サクシード,Ｇ－サクシード
9257,ＹＣＰホールディングス（グローバル）リミテッド,Ｇ－ＹＣＰ
9258,ＣＳ－Ｃ,Ｇ－ＣＳ－Ｃ
9259,タカヨシホールディングス,Ｇ－タカヨシＨＤ
9262,シルバーライフ,シルバーライフ
9264,ポエック,ポエック
9265,ヤマシタヘルスケアホールディングス,ヤマシタヘルスケア
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,ゲンキードラッグ
9268,オプティマスグループ,オプティマス
9270,バリュエンスホールディングス,Ｇ－バリュエンスＨＤ
9271,和心,Ｇ－和心
9272,ブティックス,Ｇ－ブティックス
9273,コーア商事ホールディングス,コーア商事ＨＤ
9274,ＫＰＰグループホールディングス,ＫＰＰグループＨＤ
9275,ナルミヤ・インターナショナル,ナルミヤ
9278,ブックオフグループホールディングス,ブックオフＧＨＤ
9279,ギフトホールディングス,ギフトＨＤ
9282,いちごグリーンインフラ投資法人,Ｉ－いちごグリーン
9284,カナディアン・ソーラー・インフラ投資法人,Ｉ－カナディアンソラ
9285,東京インフラ・エネルギー投資法人,Ｉ－東京インフラＦ
9286,エネクス・インフラ投資法人,Ｉ－エネクスインフラ
9287,ジャパン・インフラファンド投資法人,Ｉ－ＪＩＦ
9301,三菱倉庫,三菱倉
9302,三井倉庫ホールディングス,三井倉ＨＤ
9303,住友倉庫,住友倉
9304,澁澤倉庫,渋沢倉
9305,ヤマタネ,ヤマタネ
9306,東陽倉庫,東陽倉
9307,杉村倉庫,杉村倉庫
9308,乾汽船,乾汽船
9310,日本トランスシティ,トランスシティ
9311,アサガミ,アサガミ
9312,ケイヒン,ケイヒン
9313,丸八倉庫,丸八倉
9319,中央倉庫,中央倉庫
9322,川西倉庫,川西倉庫
9324,安田倉庫,安田倉
9325,ファイズホールディングス,ファイズＨＤ
9326,関通ホールディングス,Ｇ－関通ＨＤ
9327,イー・ロジット,イー・ロジット
9330,揚羽,Ｇ－揚羽
9331,キャスター,Ｇ－キャスター
9332,ＮＩＳＳＯホールディングス,ＮＩＳＳＯＨＤ
9334,アイビスホールディングス,Ｐ－アイビスＨＤ
9335,テクノクリエイティブ,Ｐ－テクノＣ
9336,大栄環境,大栄環境
9337,トリドリ,Ｇ－トリドリ
9338,ＩＮＦＯＲＩＣＨ,Ｇ－ＩＮＦＯＲＩＣＨ
9339,コーチ・エィ,コーチ・エィ
9340,アソインターナショナル,アソインター
9341,ＧＥＮＯＶＡ,ＧＥＮＯＶＡ
9342,スマサポ,Ｇ－スマサポ
9343,アイビス,Ｇ－アイビス
9344,アクシスコンサルティング,Ｇ－アクシスＣ
9345,ビズメイツ,Ｇ－ビズメイツ
9346,ココルポート,Ｇ－ココルポート
9347,日本管財ホールディングス,日本管財ＨＤ
9348,ｉｓｐａｃｅ,Ｇ－ｉｓｐａｃｅ
9351,東洋埠頭,東洋埠頭
9353,櫻島埠頭,桜島埠頭
9355,リンコーコーポレーション,リンコー
9360,鈴与シンワート,鈴与シンワ
9361,伏木海陸運送,伏木運
9362,兵機海運,兵機海運
9363,大運,大運
9364,上組,上組
9365,トレーディア,トレーディア
9366,サンリツ,サンリツ
9367,大東港運,大東港運
9368,キムラユニティー,キムラユニティー
9369,キユーソー流通システム,キユソ流通
9376,ユーラシア旅行社,ユーラシア
9377,エージーピー,エージーピー
9380,東海運,東海運
9381,エーアイテイー,エーアイテイー
9385,ショーエイコーポレーション,ショーエイコーポ
9386,日本コンセプト,日本コンセプト
9399,ビート・ホールディングス・リミテッド,ビート
9401,ＴＢＳホールディングス,ＴＢＳＨＤ
9404,日本テレビホールディングス,日テレＨＤ
9405,朝日放送グループホールディングス,朝日放送グループＨＤ
9408,ＢＳＮメディアホールディングス,ＢＳＮメディアＨＤ
9409,テレビ朝日ホールディングス,テレビ朝日ＨＤ
9412,スカパーＪＳＡＴ,スカパーＪＳＡＴ
9413,テレビ東京ホールディングス,テレ東ＨＤ
9414,日本ＢＳ放送,日本ＢＳ放送
9416,ビジョン,ビジョン
9417,スマートバリュー,スマートバリュー
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,Ｕ－ＮＥＸＴ
9419,ワイヤレスゲート,ワイヤレスゲート
9421,エヌジェイホールディングス,エヌジェイＨＤ
9423,フォーバル・リアルストレート,フォーバルＲＳ
9424,日本通信,日本通信
9425,ＲｅＹｕｕ　Ｊａｐａｎ,ＲｅＹｕｕＪａｐａｎ
9428,クロップス,クロップス
9432,ＮＴＴ,ＮＴＴ
9433,ＫＤＤＩ,ＫＤＤＩ
9434,ソフトバンク,ソフトバンク
9435,光通信,光通信
9436,沖縄セルラー電話,沖縄セルラー
9438,エムティーアイ,エムティーアイ
9439,エム・エイチ・グループ,ＭＨグループ
9441,ベルパーク,ベルパーク
9444,トーシンホールディングス,トーシンＨＤ
9445,フォーバルテレコム,Ｆテレコム
9446,サカイホールディングス,サカイＨＤ
9449,ＧＭＯインターネットグループ,ＧＭＯ
9450,ファイバーゲート,ファイバーゲート
9466,アイドママーケティングコミュニケーション,アイドマＭＣ
9467,アルファポリス,Ｇ－アルファポリス
9468,ＫＡＤＯＫＡＷＡ,ＫＡＤＯＫＡＷＡ
9470,学研ホールディングス,学研ＨＤ
9474,ゼンリン,ゼンリン
9475,昭文社ホールディングス,昭文社ＨＤ
9476,中央経済社ホールディングス,中央経済社ＨＤ
9478,ＳＥホールディングス・アンド・インキュベーションズ,ＳＥ　Ｈ＆Ｉ
9501,東京電力ホールディングス,東電力ＨＤ
9502,中部電力,中部電力
9503,関西電力,関西電力
9504,中国電力,中国電力
9505,北陸電力,北陸電力
9506,東北電力,東北電力
9507,四国電力,四国電力
9508,九州電力,九州電力
9509,北海道電力,北海電力
9511,沖縄電力,沖縄電力
9513,電源開発,Ｊパワー
9514,エフオン,ＥＦ－ＯＮ
9517,イーレックス,イーレックス
9519,レノバ,レノバ
9531,東京瓦斯,東瓦斯
9532,大阪瓦斯,大瓦斯
9533,東邦瓦斯,東邦瓦斯
9534,北海道瓦斯,北海瓦斯
9535,広島ガス,広島ガス
9536,西部ガスホールディングス,西部ガスＨＤ
9537,北陸瓦斯,北陸瓦斯
9539,京葉瓦斯,京葉瓦斯
9543,静岡ガス,静岡ガス
9551,メタウォーター,メタウォーター
9552,クオンツ総研ホールディングス,クオンツ総研ＨＤ
9553,マイクロアド,Ｇ－マイクロアド
9554,ＡＶｉＣ,Ｇ－ＡＶｉＣ
9556,ＩＮＴＬＯＯＰ,Ｇ－ＩＮＴＬＯＯＰ
9557,エアークローゼット,Ｇ－エアクロ
9558,ジャパニアス,Ｇ－ジャパニアス
9560,プログリット,Ｇ－プログリット
9561,グラッドキューブ,Ｇ－グラッドキューブ
9562,ビジネスコーチ,Ｇ－ビジネスコーチ
9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,Ｇ－Ａｔｌａｓ
9564,ＦＣＥ,ＦＣＥ
9565,ＧＬＯＥ,Ｇ－ＧＬＯＥ
9600,アイネット,アイネット
9601,松竹,松竹
9602,東宝,東宝
9603,エイチ・アイ・エス,Ｈ．Ｉ．Ｓ．
9605,東映,東映
9610,ウィルソン・ラーニング　ワールドワイド,ウィルソンＷＬＷ
9612,ラックランド,ラックランド
9613,ＮＴＴデータグループ,ＮＴＴデータグループ
9616,共立メンテナンス,共立メンテ
9619,イチネンホールディングス,イチネンＨＤ
9621,建設技術研究所,建設技研
9622,スペース,スペース
9625,セレスポ,セレスポ
9627,アインホールディングス,アインＨＤ
9628,燦ホールディングス,燦ＨＤ
9629,ピー・シー・エー,ピーシーエー
9632,スバル興業,スバル興
9633,東京テアトル,テアトル
9635,武蔵野興業,武蔵野興
9636,きんえい,きんえい
9639,三協フロンテア,三協フロンテ
9640,セゾンテクノロジー,セゾンテクノロジー
9644,タナベコンサルティンググループ,タナベコンサルＧ
9647,協和コンサルタンツ,協和コンサル
9651,日本プロセス,日プロ
9656,グリーンランドリゾート,グリーンランド
9658,ビジネスブレイン太田昭和,ビジ太田昭和
9661,歌舞伎座,歌舞伎
9663,ナガワ,ナガワ
9672,東京都競馬,都競馬
9678,カナモト,カナモト
9679,ホウライ,ホウライ
9682,ＤＴＳ,ＤＴＳ
9684,スクウェア・エニックス・ホールディングス,スクエニＨＤ
9685,ＫＹＣＯＭホールディングス,ＫＹＣＯＭ
9686,東洋テック,東洋テック
9687,ＫＳＫ,ＫＳＫ
9691,両毛システムズ,両毛システム
9692,シーイーシー,シーイーシー
9696,ウィザス,ウィザス
9697,カプコン,カプコン
9698,クレオ,クレオ
9699,ニシオホールディングス,ニシオＨＤ
9701,東京會舘,東京会館
9702,アイ・エス・ビー,アイエスビー
9704,アゴーラ　ホスピタリティー　グループ,アゴーラＨＧ
9706,日本空港ビルデング,日空ビル
9708,帝国ホテル,帝国ホテル
9709,ＮＣＳ＆Ａ,ＮＣＳ＆Ａ
9713,ロイヤルホテル,ロイヤルホテル
9715,トランス・コスモス,トランスコスモス
9716,乃村工藝社,乃村工芸
9719,ＳＣＳＫ,ＳＣＳＫ
9720,ホテル、ニューグランド,ニューグランド
9722,藤田観光,藤田観
9723,京都ホテル,京都ホテル
9726,ＫＮＴ－ＣＴホールディングス,ＫＮＴＣＴ
9729,トーカイ,トーカイ
9731,白洋舎,白洋舎
9733,ナガセ,ナガセ
9735,セコム,セコム
9739,ＮＳＷ,ＮＳＷ
9740,セントラル警備保障,ＣＳＰ
9742,アイネス,アイネス
9743,丹青社,丹青社
9744,メイテックグループホールディングス,メイテックＧＨＤ
9746,ＴＫＣ,ＴＫＣ
9753,アイエックス・ナレッジ,ＩＸナレッジ
9755,応用地質,応用地質
9757,船井総研ホールディングス,船井総研ＨＤ
9759,ＮＳＤ,ＮＳＤ
9760,進学会ホールディングス,進学会ＨＤ
9761,東海リース,東海リース
9763,丸建リース,丸建リース
9765,オオバ,オオバ
9766,コナミグループ,コナミグループ
9767,日建工学,日建工学
9768,いであ,いであ
9769,学究社,学究社
9776,札幌臨床検査センター,札臨
9778,昴,昴
9780,ハリマビステム,ハリマビステム
9782,ディーエムエス,ディーエムエス
9788,ナック,ナック
9790,福井コンピュータホールディングス,福井コンピ
9791,ビケンテクノ,ビケンテクノ
9793,ダイセキ,ダイセキ
9795,ステップ,ステップ
9799,旭情報サービス,旭情報
9812,テーオーホールディングス,テーオーＨＤ
9816,ストライダーズ,ストライダーズ
9818,大丸エナウィン,大丸エナ
9820,エムティジェネックス,ＭＴジェネック
9823,マミーマートホールディングス,マミーマートＨＤ
9824,泉州電業,泉州電業
9827,リリカラ,リリカラ
9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,ゲンキＧＤＣ
9830,トラスコ中山,トラスコ中山
9831,ヤマダホールディングス,ヤマダＨＤ
9832,オートバックスセブン,オートバックス
9835,ジュンテンドー,ジュンテンド
9837,モリト,モリト
9842,アークランズ,アークランズ
9843,ニトリホールディングス,ニトリＨＤ
9845,パーカーコーポレーション,パーカー
9846,天満屋ストア,天満屋ス
9849,共同紙販ホールディングス,共同紙
9850,グルメ杵屋,グルメ杵屋
9853,銀座ルノアール,銀座ルノア
9854,愛眼,愛眼
9856,ケーユーホールディングス,ケーユーＨＤ
9857,英和,英和
9861,吉野家ホールディングス,吉野家ＨＤ
9867,ソレキア,ソレキア
9869,加藤産業,加藤産業
9872,北恵,北恵
9876,コックス,コックス
9878,セキド,セキド
9880,イノテック,イノテック
9882,イエローハット,イエローハット
9885,シャルレ,シャルレ
9887,松屋フーズホールディングス,松屋フーズＨＤ
9888,ＵＥＸ,ＵＥＸ
9889,ＪＢＣＣホールディングス,ＪＢＣＣ　ＨＤ
9890,マキヤ,マキヤ
9895,コンセック,コンセック
9896,ＪＫホールディングス,ＪＫＨＤ
9900,サガミホールディングス,サガミＨＤ
9902,日伝,日伝
9903,カンセキ,カンセキ
9904,ベリテ,ベリテ
9906,藤井産業,藤井産業
9908,日本電計,日本電計
9913,日邦産業,日邦産業
9914,植松商会,植松商会
